study,variable_id,wave,level,variable_type,question_type,survey,repeated_question,question_text_en,question_text_en_male,question_text_es,question_text_es_male,notes,source_file
rct,b8888,1,respondent,intro,intro,w1 baseline,true,Now we'd like to ask you some general questions about yourself and your home.,,Ahora nos gustaría hacerle unas preguntas generales sobre usted mismo/a y su hogar. ¿Tiene alguna pregunta antes de comenzar esta sección?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE1_codebook_v8.xlsx
rct,b8888,2,respondent,intro,intro,w2 baseline,true,Now we'd like to ask you some general questions about yourself and your home.,,Ahora nos gustaría hacerle unas preguntas generales sobre usted mismo/a y su hogar. ¿Tiene alguna pregunta antes de comenzar esta sección?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE2_codebook_v3.xlsx
rct,b8888,3,respondent,intro,intro,all,true,Now we'd like to ask you some general questions about yourself and your home.,,Ahora nos gustaría hacerle unas preguntas generales sobre usted mismo/a y su hogar. ¿Tiene alguna pregunta antes de comenzar esta sección?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE3_codebook_v3.xlsx
rct,b8888,4,respondent,intro,intro,all,true,Now we'd like to ask you some general questions about yourself and your home.,,Ahora nos gustaría hacerle unas preguntas generales sobre usted mismo/a y su hogar. ¿Tiene alguna pregunta antes de comenzar esta sección?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,c0100,1,respondent,survey,single,w1 baseline,true,"Generally, you would say that your health is:",,"En general, diría usted que su salud es:",,,honduras_WAVE1_codebook_v8.xlsx
rct,c0100,2,respondent,survey,single,all,true,"Generally, you would say that your health is:",,"En general, diría usted que su salud es:",,,honduras_WAVE2_codebook_v3.xlsx
rct,c0100,3,respondent,survey,single,all,true,"Generally, you would say that your health is:",,"En general, diría usted que su salud es:",,,honduras_WAVE3_codebook_v3.xlsx
rct,c0100,4,respondent,survey,single,all,true,"Generally, you would say that your health is:",,"En general, diría usted que su salud es:",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0110,4,respondent,survey,single,all,false,"Overall, how satisfied are you with life as a whole these days?",,"En general, ¿qué tan satisfecho(a) está usted con su vida últimamente?",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0120,4,respondent,survey,single,all,false,"Overall, to what extent do you feel the things you do in your life are worthwhile?",,"En general, ¿qué tanto siente usted que las cosas que hace en su vida valen la pena?",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0130,4,respondent,survey,single,all,false,"In general, how happy or unhappy do you usually feel?",,"En general, ¿qué tan feliz o infeliz se siente usted normalmente?",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0140,4,respondent,survey,single,all,false,You understand your purpose in life.,,Usted entiende cuál es su propósito en la vida.,,,honduras_WAVE4_codebook_v1.xlsx
rct,c0150,4,respondent,survey,single,all,false,You are content with your friendships and relationships.,,Usted está contento(a) con sus amistades y relaciones personales.,,,honduras_WAVE4_codebook_v1.xlsx
rct,c0160,4,respondent,survey,single,all,false,Your relationships are as satisfying as you would want them to be.,,Sus relaciones personales son tan satisfactorias como a usted le gustaría que fueran.,,,honduras_WAVE4_codebook_v1.xlsx
rct,c0170,4,respondent,survey,single,all,false,"You always act to promote good in all circumstances, even in difficult and challenging situations.",,"Usted siempre actúa para promover el bien en toda circunstancia, incluso en situaciones difíciles y complicadas.",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0180,4,respondent,survey,single,all,false,You are always able to give up some happiness now for greater happiness later.,,Usted siempre es capaz de renunciar a un poco de felicidad ahora por una felicidad mayor más adelante.,,,honduras_WAVE4_codebook_v1.xlsx
rct,c0190,4,respondent,survey,single,all,false,"In general, how would you rate your physical health?",,"En general, ¿cómo calificaría usted su salud física?",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0200,1,respondent,survey,single,w1 baseline,true,"Now, thinking of your mental health, including stress, depression and emotional problems, how would you rate your overall mental health?",,"Ahora pensando en su salud mental, incluyendo cosas como el estrés (nervios), la depresión (tristeza) y problemas emocionales, ¿diría usted que en general, su salud mental es?",,,honduras_WAVE1_codebook_v8.xlsx
rct,c0200,2,respondent,survey,single,all,true,"Now, thinking of your mental health, including stress, depression and emotional problems, how would you rate your overall mental health?",,"Ahora pensando en su salud mental, incluyendo cosas como el estrés (nervios), la depresión (tristeza) y problemas emocionales, ¿diría usted que en general, su salud mental es?",,,honduras_WAVE2_codebook_v3.xlsx
rct,c0200,3,respondent,survey,single,all,true,"Now, thinking of your mental health, including stress, depression and emotional problems, how would you rate your overall mental health?",,"Ahora pensando en su salud mental, incluyendo cosas como el estrés (nervios), la depresión (tristeza) y problemas emocionales, ¿diría usted que en general, su salud mental es?",,,honduras_WAVE3_codebook_v3.xlsx
rct,c0210,4,respondent,survey,single,all,false,"How would you rate your overall mental health (including things like stress, depression and emotional problems)?",,"¿Cómo calificaría usted su salud mental en general (incluidas cosas como estrés, depresión y problemas emocionales)?",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0300,1,respondent,survey,single,w1 baseline,true,"Over the last 2 weeks, how often have you been bothered by any of the following problems? Little interest or pleasure in doing things",,"En las útimas dos semanas, que tan seguido le han molestado los siguientes problemas: Poco interés o placer en hacer cosas",,,honduras_WAVE1_codebook_v8.xlsx
rct,c0300,2,respondent,survey,single,all,true,"Over the last 2 weeks, how often have you been bothered by any of the following problems? Little interest or pleasure in doing things",,"En las útimas dos semanas, que tan seguido le han molestado los siguientes problemas: Poco interés o placer en hacer cosas",,,honduras_WAVE2_codebook_v3.xlsx
rct,c0300,3,respondent,survey,single,all,true,"Over the last 2 weeks, how often have you been bothered by any of the following problems? Little interest or pleasure in doing things",,"En las útimas dos semanas, que tan seguido le han molestado los siguientes problemas: Poco interés o placer en hacer cosas",,,honduras_WAVE3_codebook_v3.xlsx
rct,c0300,4,respondent,survey,single,all,true,"Over the last 2 weeks, how often have you been bothered by any of the following problems? Little interest or pleasure in doing things",NA,"En las útimas dos semanas, ¿que tan seguido le han molestado los siguientes problemas? Poco interés o placer en hacer cosas",NA,,honduras_WAVE4_codebook_v1.xlsx
rct,c0400,1,respondent,survey,single,w1 baseline,true,"Feeling down, depressed, or hopeless",,"Se ha sentido decaído(a), deprimido(a) o sin esperanzas",,,honduras_WAVE1_codebook_v8.xlsx
rct,c0400,2,respondent,survey,single,all,true,"Feeling down, depressed, or hopeless",,"Se ha sentido decaído(a), deprimido(a) o sin esperanzas",,,honduras_WAVE2_codebook_v3.xlsx
rct,c0400,3,respondent,survey,single,all,true,"Feeling down, depressed, or hopeless",,"Se ha sentido decaído(a), deprimido(a) o sin esperanzas",,,honduras_WAVE3_codebook_v3.xlsx
rct,c0400,4,respondent,survey,single,all,true,"Feeling down, depressed, or hopeless",,"Se ha sentido decaído(a), deprimido(a) o sin esperanzas",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0410,4,respondent,survey,single,all,false,"Feeling nervous, anxious, or on edge",,"Se ha sentido nervioso(a), ansioso(a) o con los nervios de punta",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0420,4,respondent,survey,single,all,false,Not being able to stop or control worrying,,No ha sido capaz de parar o controlar su preocupación,,,honduras_WAVE4_codebook_v1.xlsx
rct,c0430,4,respondent,survey,single,all,false,"Now, think about the biggest threat to life you’ve ever witnessed or experienced first-hand during your life. In the past month, how much have you been bothered by this experience?",,"Ahora, piense en la mayor amenaza a la vida de la que haya sido testigo o haya tenido usted mismo durante su vida.  En el último mes, ¿cuánto lo/la ha afectado esta experiencia?",,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,c0440,4,respondent,survey,single,all,false,"Have you lived or witnessed an extremely traumatic event, in which other people may have died or you or other people life’s or physical integrity was threatened? Examples of traumatic events: SERIOUS ACCIDENTS, ROBBERY, RAPE, TERRORIST ATTACK, BEING TAKEN AS HOSTAGE, KIDNAPPING, ARSON, DISCOVERING A BODY, SUDDEN DEATH FROM SOMEONE CLOSE TO YOU, WAR OR NATURAL CATASTROPHE",NA,"¿Ha vivido o ha sido testigo de un acontecimiento extremadamente traumático, en el cual otras personas han muerto y/u otras personas o usted mismo han estado amenazadas de muerte o en su integridad física?   Ejemplos de acontecimientos traumáticos: Accidentes graves, atraco, violación, atentado terrorista, ser tomado como rehén, secuestro, incendio, descubrir un cadáver, muerte súbita de alguien cercano a usted, guerra o catástrofe natural.",NA,,honduras_WAVE4_codebook_v1.xlsx
rct,c0450,4,respondent,survey,single,all,false,"During the past month, have you relived the event in a harrowing way? (i.e. dreamt it, had vivid images, reacted physically or had intense memories?",,"¿Durante el pasado mes, ha revivido el evento de una manera angustiosa (p. ej., lo ha soñado, ha tenido imágenes vívidas, ha reaccionado físicamente o ha tenido memorias intensas)?",,,honduras_WAVE4_codebook_v1.xlsx
rct,c0500,1,respondent,survey,single,w1 baseline,true,Have you had diarrhea in the last 4 weeks?,,¿Usted ha tenido diarrea en las últimas 4 semanas?,,,honduras_WAVE1_codebook_v8.xlsx
rct,c0500,2,respondent,survey,single,all,true,Have you had diarrhea in the last 4 weeks?,,¿Usted ha tenido diarrea en las últimas 4 semanas?,,,honduras_WAVE2_codebook_v3.xlsx
rct,c0500,3,respondent,survey,single,all,true,Have you had diarrhea in the last 4 weeks?,,¿Usted ha tenido diarrea en las últimas 4 semanas?,,,honduras_WAVE3_codebook_v3.xlsx
rct,c0500,4,respondent,survey,single,all,true,Have you had diarrhea in the last 4 weeks?,,¿Usted ha tenido diarrea en las últimas 4 semanas?,,,honduras_WAVE4_codebook_v1.xlsx
rct,c0600,1,respondent,survey,single,w1 baseline,true,Was there any blood in the stools?,,¿Había sangre en las heces?,,,honduras_WAVE1_codebook_v8.xlsx
rct,c0600,2,respondent,survey,single,all,true,Was there any blood in the stools?,,¿Había sangre en las heces?,,,honduras_WAVE2_codebook_v3.xlsx
rct,c0600,3,respondent,survey,single,all,true,Was there any blood in the stools?,,¿Había sangre en las heces?,,,honduras_WAVE3_codebook_v3.xlsx
rct,c0600,4,respondent,survey,single,all,true,Was there any blood in the stools?,,¿Había sangre en las heces?,,,honduras_WAVE4_codebook_v1.xlsx
rct,c0700,4,respondent,survey,multi,all,false,Have you had any of the following liquids to drink at any time since you started having the diarrhea?,,¿Ha bebido usted cualquiera de los siguientes líquidos en cualquier momento desde que le empezó la diarrea?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,c0700a,1,respondent,survey,multi,w1 baseline,true,Have you had any of the following liquids to drink at any time since you started having the diarrhea?,,¿Ha bebido usted cualquiera de los siguientes líquidos en cualquier momento desde que le empezó la diarrea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,c0700a,2,respondent,survey,multi,all,true,Have you had any of the following liquids to drink at any time since you started having the diarrhea?,,¿Ha bebido usted cualquiera de los siguientes líquidos en cualquier momento desde que le empezó la diarrea?,,,honduras_WAVE2_codebook_v3.xlsx
