header,question_type,question_english,question_spanish,option_code,option_english,option_spanish,question_order
mb_c0000,integer,"Imagine the following situation: Today you unexpectedly received 1,000 Lempiras. How much of this amount would you donate to a good cause?","Imagínese la siguiente situación: Hoy, de forma inesperada, usted recibe 1000 LEMPIRAS. ¿Qué cantidad de este monto donaría usted a una buena causa?",NA,NA,NA,115
mb_c0100,multiple_choice,"Now, imagine you can receive 300 Lempiras. To receive it, you have to choose between two options. You can choose between a sure payment of a certain amount of money or flip a coin. If you flip the coin, and it lands on heads, you would receive the 300 Lempiras. But if the coin lands on tails, you wouldn't receive anything. I will present 5 different situations of this kind and you need to tell me which option you choose. What would you prefer: to flip a coin and receive 300 lempiras if its heads or nothing if its tails OR receive a sure payment of 160 Lempiras?","Ahora, imaginese que puede recibir 300 Lempiras. Para recibirlo, usted tiene que escoger entre dos opciones. Ya sea puede elegir entre un pago seguro de una cierta cantidad de dinero o tirar una moneda. Si tira la moneda, y cae cara,  usted recibe los 300 Lempiras. Pero si cae escudo, usted no recibe nada. Le voy a presentar cinco situaciones diferentes de este tipo y usted me tiene que decir que opcion escoge. ¿Qué preferiría usted, tirar una moneda y recibir 300 lempiras si cae cara y nada si es escudo, O un pago seguro de 160 Lempiras?",1,Flip a coin,Lanzar una moneda,116
mb_c0100,multiple_choice,"Now, imagine you can receive 300 Lempiras. To receive it, you have to choose between two options. You can choose between a sure payment of a certain amount of money or flip a coin. If you flip the coin, and it lands on heads, you would receive the 300 Lempiras. But if the coin lands on tails, you wouldn't receive anything. I will present 5 different situations of this kind and you need to tell me which option you choose. What would you prefer: to flip a coin and receive 300 lempiras if its heads or nothing if its tails OR receive a sure payment of 160 Lempiras?","Ahora, imaginese que puede recibir 300 Lempiras. Para recibirlo, usted tiene que escoger entre dos opciones. Ya sea puede elegir entre un pago seguro de una cierta cantidad de dinero o tirar una moneda. Si tira la moneda, y cae cara,  usted recibe los 300 Lempiras. Pero si cae escudo, usted no recibe nada. Le voy a presentar cinco situaciones diferentes de este tipo y usted me tiene que decir que opcion escoge. ¿Qué preferiría usted, tirar una moneda y recibir 300 lempiras si cae cara y nada si es escudo, O un pago seguro de 160 Lempiras?",2,Sure payment,Pago seguro,116
mb_c0200,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 80 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 80 Lempiras?",1,Flip a coin,Lanzar una moneda,117
mb_c0200,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 80 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 80 Lempiras?",2,Sure payment,Pago seguro,117
mb_c0300,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 40 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 40 Lempiras?",1,Flip a coin,Lanzar una moneda,118
mb_c0300,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 40 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 40 Lempiras?",2,Sure payment,Pago seguro,118
mb_c0400,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 60 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 60 Lempiras?",1,Flip a coin,Lanzar una moneda,119
mb_c0400,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 60 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 60 Lempiras?",2,Sure payment,Pago seguro,119
mb_c0500,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 70 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 70 Lempiras?",1,Flip a coin,Lanzar una moneda,120
mb_c0500,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 70 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 70 Lempiras?",2,Sure payment,Pago seguro,120
mb_c0600,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 50 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 50 Lempiras?",1,Flip a coin,Lanzar una moneda,121
mb_c0600,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 50 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 50 Lempiras?",2,Sure payment,Pago seguro,121
mb_c0700,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 20 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 20 Lempiras?",1,Flip a coin,Lanzar una moneda,122
mb_c0700,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 20 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 20 Lempiras?",2,Sure payment,Pago seguro,122
mb_c0800,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 30 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 30 Lempiras?",1,Flip a coin,Lanzar una moneda,123
mb_c0800,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 30 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 30 Lempiras?",2,Sure payment,Pago seguro,123
mb_c0900,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 10 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 10 Lempiras?",1,Flip a coin,Lanzar una moneda,124
mb_c0900,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 10 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 10 Lempiras?",2,Sure payment,Pago seguro,124
mb_c1000,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 120 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 120 Lempiras?",1,Flip a coin,Lanzar una moneda,125
mb_c1000,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 120 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 120 Lempiras?",2,Sure payment,Pago seguro,125
mb_c1100,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 100 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 100 Lempiras?",1,Flip a coin,Lanzar una moneda,126
mb_c1100,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 100 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 100 Lempiras?",2,Sure payment,Pago seguro,126
mb_c1200,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 90 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 90 Lempiras?",1,Flip a coin,Lanzar una moneda,127
mb_c1200,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 90 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 90 Lempiras?",2,Sure payment,Pago seguro,127
mb_c1300,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 110 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 110 Lempiras?",1,Flip a coin,Lanzar una moneda,128
mb_c1300,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 110 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 110 Lempiras?",2,Sure payment,Pago seguro,128
mb_c1400,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 140 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 140 Lempiras?",1,Flip a coin,Lanzar una moneda,129
mb_c1400,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 140 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 140 Lempiras?",2,Sure payment,Pago seguro,129
mb_c1500,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 150 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 150 Lempiras?",1,Flip a coin,Lanzar una moneda,130
mb_c1500,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 150 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 150 Lempiras?",2,Sure payment,Pago seguro,130
mb_c1600,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 130 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 130 Lempiras?",1,Flip a coin,Lanzar una moneda,131
mb_c1600,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 130 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 130 Lempiras?",2,Sure payment,Pago seguro,131
mb_c1700,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 240 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 240 Lempiras?",1,Flip a coin,Lanzar una moneda,132
mb_c1700,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 240 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 240 Lempiras?",2,Sure payment,Pago seguro,132
mb_c1800,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 200 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 200 Lempiras?",1,Flip a coin,Lanzar una moneda,133
mb_c1800,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 200 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 200 Lempiras?",2,Sure payment,Pago seguro,133
mb_c1900,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 180 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 180 Lempiras?",1,Flip a coin,Lanzar una moneda,134
mb_c1900,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 180 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 180 Lempiras?",2,Sure payment,Pago seguro,134
mb_c2000,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 190 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 190 Lempiras?",1,Flip a coin,Lanzar una moneda,135
mb_c2000,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 190 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 190 Lempiras?",2,Sure payment,Pago seguro,135
mb_c2100,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 170 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 170 Lempiras?",1,Flip a coin,Lanzar una moneda,136
mb_c2100,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 170 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 170 Lempiras?",2,Sure payment,Pago seguro,136
mb_c2200,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 220 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 220 Lempiras?",1,Flip a coin,Lanzar una moneda,137
mb_c2200,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 220 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 220 Lempiras?",2,Sure payment,Pago seguro,137
mb_c2300,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 230 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 230 Lempiras?",1,Flip a coin,Lanzar una moneda,138
mb_c2300,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 230 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 230 Lempiras?",2,Sure payment,Pago seguro,138
mb_c2400,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 210 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 210 Lempiras?",1,Flip a coin,Lanzar una moneda,139
mb_c2400,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 210 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 210 Lempiras?",2,Sure payment,Pago seguro,139
mb_c2500,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 280 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 280 Lempiras?",1,Flip a coin,Lanzar una moneda,140
mb_c2500,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 280 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 280 Lempiras?",2,Sure payment,Pago seguro,140
mb_c2600,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 260 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 260 Lempiras?",1,Flip a coin,Lanzar una moneda,141
mb_c2600,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 260 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 260 Lempiras?",2,Sure payment,Pago seguro,141
mb_c2700,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 270 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 270 Lempiras?",1,Flip a coin,Lanzar una moneda,142
mb_c2700,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 270 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 270 Lempiras?",2,Sure payment,Pago seguro,142
mb_c2800,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 250 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 250 Lempiras?",1,Flip a coin,Lanzar una moneda,143
mb_c2800,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 250 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 250 Lempiras?",2,Sure payment,Pago seguro,143
mb_c2900,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 300 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 300 Lempiras?",1,Flip a coin,Lanzar una moneda,144
mb_c2900,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 300 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 300 Lempiras?",2,Sure payment,Pago seguro,144
mb_c3000,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 290 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 290 Lempiras?",1,Flip a coin,Lanzar una moneda,145
mb_c3000,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 290 Lempiras?,"¿Preferiría tirar la moneda, O recibir un pago seguro de 290 Lempiras?",2,Sure payment,Pago seguro,145
mb_c3100,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 310 Lempiras?,"¿Preferiría tirar la moneda, o recibir un pago seguro de 310 Lempiras?",1,Flip a coin,Lanzar una moneda,146
mb_c3100,multiple_choice,Would you prefer to flip a coin OR receive a sure payment of 310 Lempiras?,"¿Preferiría tirar la moneda, o recibir un pago seguro de 310 Lempiras?",2,Sure payment,Pago seguro,146
mb_ca0100,multiple_choice,Beans,Frijoles,1,Every day,Todos los días,147
mb_ca0100,multiple_choice,Beans,Frijoles,2,A few days per week,Algunos días a la semana,147
mb_ca0100,multiple_choice,Beans,Frijoles,3,A few days per month,Algunos días al mes,147
mb_ca0100,multiple_choice,Beans,Frijoles,4,Never/rarely,Nunca/raramente,147
mb_ca0200,multiple_choice,Tortillas,Tortillas,1,Every day,Todos los días,148
mb_ca0200,multiple_choice,Tortillas,Tortillas,2,A few days per week,Algunos días a la semana,148
mb_ca0200,multiple_choice,Tortillas,Tortillas,3,A few days per month,Algunos días al mes,148
mb_ca0200,multiple_choice,Tortillas,Tortillas,4,Never/rarely,Nunca/raramente,148
mb_ca0300,multiple_choice,Rice,Arroz,1,Every day,Todos los días,149
mb_ca0300,multiple_choice,Rice,Arroz,2,A few days per week,Algunos días a la semana,149
mb_ca0300,multiple_choice,Rice,Arroz,3,A few times per month,Algunos días al mes,149
mb_ca0300,multiple_choice,Rice,Arroz,4,Never/rarely,Nunca/raramente,149
mb_ca0400,multiple_choice,Bread,Pan,1,Every day,Todos los días,150
mb_ca0400,multiple_choice,Bread,Pan,2,A few days per week,Algunos días a la semana,150
mb_ca0400,multiple_choice,Bread,Pan,3,A few days per month,Algunos días al mes,150
mb_ca0400,multiple_choice,Bread,Pan,4,Never/rarely,Nunca/raramente,150
mb_ca0500,multiple_choice,"Milk (including in porridge, cereal, atoles, coffee, etc)","Leche (incluyendo, cereal, atoles, café, etc.)",1,Every day,Todos los días,151
mb_ca0500,multiple_choice,"Milk (including in porridge, cereal, atoles, coffee, etc)","Leche (incluyendo, cereal, atoles, café, etc.)",2,A few days per week,Algunos días a la semana,151
mb_ca0500,multiple_choice,"Milk (including in porridge, cereal, atoles, coffee, etc)","Leche (incluyendo, cereal, atoles, café, etc.)",3,A few days per month,Algunos días al mes,151
mb_ca0500,multiple_choice,"Milk (including in porridge, cereal, atoles, coffee, etc)","Leche (incluyendo, cereal, atoles, café, etc.)",4,Never/rarely,Nunca/raramente,151
mb_ca0600,multiple_choice,Yogurt,Yogurt,1,Every day,Todos los días,152
mb_ca0600,multiple_choice,Yogurt,Yogurt,2,A few days per week,Algunos días a la semana,152
mb_ca0600,multiple_choice,Yogurt,Yogurt,3,A few days per month,Algunos días al mes,152
mb_ca0600,multiple_choice,Yogurt,Yogurt,4,Never/rarely,Nunca/raramente,152
mb_ca0700,multiple_choice,Cream or butter,"Crema, mantequilla o margarina",1,Every day,Todos los días,153
mb_ca0700,multiple_choice,Cream or butter,"Crema, mantequilla o margarina",2,A few days per week,Algunos días a la semana,153
mb_ca0700,multiple_choice,Cream or butter,"Crema, mantequilla o margarina",3,A few days per month,Algunos días al mes,153
mb_ca0700,multiple_choice,Cream or butter,"Crema, mantequilla o margarina",4,Never/rarely,Nunca/raramente,153
mb_ca0800,multiple_choice,Cheese,Queso,1,Every day,Todos los días,154
mb_ca0800,multiple_choice,Cheese,Queso,2,A few days per week,Algunos días a la semana,154
mb_ca0800,multiple_choice,Cheese,Queso,3,A few times per month,Algunos días al mes,154
mb_ca0800,multiple_choice,Cheese,Queso,4,Never/rarely,Nunca/raramente,154
mb_ca0900,multiple_choice,Eggs,Huevos,1,Every day,Todos los días,155
mb_ca0900,multiple_choice,Eggs,Huevos,2,A few days per week,Algunos días a la semana,155
mb_ca0900,multiple_choice,Eggs,Huevos,3,A few times per month,Algunos días al mes,155
mb_ca0900,multiple_choice,Eggs,Huevos,4,Never/rarely,Nunca/raramente,155
mb_ca1000,multiple_choice,"Vegetables (other than potatoes, yams or yucca)","Vegetales (a parte de papas, camote o yuca)",1,Every day,Todos los días,156
mb_ca1000,multiple_choice,"Vegetables (other than potatoes, yams or yucca)","Vegetales (a parte de papas, camote o yuca)",2,A few days per week,Algunos días a la semana,156
mb_ca1000,multiple_choice,"Vegetables (other than potatoes, yams or yucca)","Vegetales (a parte de papas, camote o yuca)",3,A few days per month,Algunos días al mes,156
mb_ca1000,multiple_choice,"Vegetables (other than potatoes, yams or yucca)","Vegetales (a parte de papas, camote o yuca)",4,Never/rarely,Nunca/raramente,156
mb_ca1100,multiple_choice,Fruits,Frutas,1,Every day,Todos los días,157
mb_ca1100,multiple_choice,Fruits,Frutas,2,A few days per week,Algunos días a la semana,157
mb_ca1100,multiple_choice,Fruits,Frutas,3,A few days per month,Algunos días al mes,157
mb_ca1100,multiple_choice,Fruits,Frutas,4,Never/rarely,Nunca/raramente,157
mb_ca1200,multiple_choice,"Natural fruit juice, made at home","Jugos de frutas naturales, preparados en casa",1,Every day,Todos los días,158
mb_ca1200,multiple_choice,"Natural fruit juice, made at home","Jugos de frutas naturales, preparados en casa",2,A few days per week,Algunos días a la semana,158
mb_ca1200,multiple_choice,"Natural fruit juice, made at home","Jugos de frutas naturales, preparados en casa",3,A few days per month,Algunos días al mes,158
mb_ca1200,multiple_choice,"Natural fruit juice, made at home","Jugos de frutas naturales, preparados en casa",4,Never/rarely,Nunca/raramente,158
mb_ca1300,multiple_choice,Chicken,Pollo,1,Every day,Todos los días,159
mb_ca1300,multiple_choice,Chicken,Pollo,2,A few days per week,Algunos días a la semana,159
mb_ca1300,multiple_choice,Chicken,Pollo,3,A few days per month,Algunos días al mes,159
mb_ca1300,multiple_choice,Chicken,Pollo,4,Never/rarely,Nunca/raramente,159
mb_ca1400,multiple_choice,Beef or pork,Carne de res o cerdo,1,Every day,Todos los días,160
mb_ca1400,multiple_choice,Beef or pork,Carne de res o cerdo,2,A few days per week,Algunos días a la semana,160
mb_ca1400,multiple_choice,Beef or pork,Carne de res o cerdo,3,A few days per month,Algunos días al mes,160
mb_ca1400,multiple_choice,Beef or pork,Carne de res o cerdo,4,Never/rarely,Nunca/raramente,160
mb_ca1500,multiple_choice,"Ham, sausages, hot dog","Jamón, chorizo, salchichas o longaniza",1,Every day,Todos los días,161
mb_ca1500,multiple_choice,"Ham, sausages, hot dog","Jamón, chorizo, salchichas o longaniza",2,A few days per week,Algunos días a la semana,161
mb_ca1500,multiple_choice,"Ham, sausages, hot dog","Jamón, chorizo, salchichas o longaniza",3,A few days per month,Algunos días al mes,161
mb_ca1500,multiple_choice,"Ham, sausages, hot dog","Jamón, chorizo, salchichas o longaniza",4,Never/rarely,Nunca/raramente,161
mb_ca1600,multiple_choice,Fish,Pescado,1,Every day,Todos los días,162
mb_ca1600,multiple_choice,Fish,Pescado,2,A few days per week,Algunos días a la semana,162
mb_ca1600,multiple_choice,Fish,Pescado,3,A few days per month,Algunos días al mes,162
mb_ca1600,multiple_choice,Fish,Pescado,4,Never/rarely,Nunca/raramente,162
mb_ca1700,multiple_choice,"Soda (Coca-cola, etc.)","Refrescos embotellados/sodas (Coca-cola, etc.)",1,Every day,Todos los días,163
mb_ca1700,multiple_choice,"Soda (Coca-cola, etc.)","Refrescos embotellados/sodas (Coca-cola, etc.)",2,A few days per week,Algunos días a la semana,163
mb_ca1700,multiple_choice,"Soda (Coca-cola, etc.)","Refrescos embotellados/sodas (Coca-cola, etc.)",3,A few times per month,Algunos días al mes,163
mb_ca1700,multiple_choice,"Soda (Coca-cola, etc.)","Refrescos embotellados/sodas (Coca-cola, etc.)",4,Never/rarely,Nunca/raramente,163
mb_ca1800,multiple_choice,"Fruit juices (can or bottles, not prepared at home)",Jugos de fruta - embotellados,1,Every day,Todos los días,164
mb_ca1800,multiple_choice,"Fruit juices (can or bottles, not prepared at home)",Jugos de fruta - embotellados,2,A few days per week,Algunos días a la semana,164
mb_ca1800,multiple_choice,"Fruit juices (can or bottles, not prepared at home)",Jugos de fruta - embotellados,3,A few times per month,Algunos días al mes,164
mb_ca1800,multiple_choice,"Fruit juices (can or bottles, not prepared at home)",Jugos de fruta - embotellados,4,Never/rarely,Nunca/raramente,164
mb_ca1900,multiple_choice,"Chips (Corn, plantain, potato, etc.)","Churros (de maíz, plátano, papa, etc.)",1,Every day,Todos los días,165
mb_ca1900,multiple_choice,"Chips (Corn, plantain, potato, etc.)","Churros (de maíz, plátano, papa, etc.)",2,A few days per week,Algunos días a la semana,165
mb_ca1900,multiple_choice,"Chips (Corn, plantain, potato, etc.)","Churros (de maíz, plátano, papa, etc.)",3,A few days per month,Algunos días al mes,165
mb_ca1900,multiple_choice,"Chips (Corn, plantain, potato, etc.)","Churros (de maíz, plátano, papa, etc.)",4,Never/rarely,Nunca/raramente,165
mb_m03,text,"ONCE THE PARTICIPANT HAS FILLED THE TUBE, PLEASE SCAN THE TUBE  (project label).","UNA VEZ EL PARTICIPANTE HAYA TERMINADO DE LLENAR EL TUBO, POR FAVOR ESCANEE EL TUBO (etiqueta del proyecto).",NA,NA,NA,166
mb_m03b,text,SCAN THE TUBE AGAIN (product label) and store it in the cooler.,VUELVA A ESCANER EL TUBO (etiqueta del producto) y colóquelo en la hielera.,NA,NA,NA,167
mb_z0001_E5,multiple_choice,"There may be other opportunities to take part in research studies similar to this one in the future resulting from your participation in this study today. Do we have your permission to use your name and address to re-contact you to tell you about other studies similar to this one? At that time, we will explain the study in detail and you can decide whether or not you would like to take part.","Es posible que hayan otras oportunidades para participar en estudios similares a este en un futuro como resultado de su participación en este estudio el día de hoy. Nos da su permiso para utilizar su nombre y dirección para poder contactarlo/a en un futuro para informarle sobre otros estudios similares a este? En ese momento, le explicaremos en detalle el estudio y usted podrá decidir si desea participar o no.",1,Yes,Sí,1
mb_z0001_E5,multiple_choice,"There may be other opportunities to take part in research studies similar to this one in the future resulting from your participation in this study today. Do we have your permission to use your name and address to re-contact you to tell you about other studies similar to this one? At that time, we will explain the study in detail and you can decide whether or not you would like to take part.","Es posible que hayan otras oportunidades para participar en estudios similares a este en un futuro como resultado de su participación en este estudio el día de hoy. Nos da su permiso para utilizar su nombre y dirección para poder contactarlo/a en un futuro para informarle sobre otros estudios similares a este? En ese momento, le explicaremos en detalle el estudio y usted podrá decidir si desea participar o no.",2,No,No,1
mb_m0100,year_month_day,ENTER THE DATE WHEN THE SAMPLE WAS PRODUCED,INGRESE LA FECHA EN QUE SE PRODUJO LA MUESTRA,NA,NA,NA,168
mb_m0110,time,ENTER THE TIME WHEN THE SAMPLE WAS PRODUCED,INGRESE LA HORA EN QUE SE PRODUJO LA MUESTRA,NA,NA,NA,169
mb_m0200,multiple_choice,Where the sample was taken?,¿En qué lugar tomó la muestra?,a,In the restroom,En el sanitario,170
mb_m0200,multiple_choice,Where the sample was taken?,¿En qué lugar tomó la muestra?,b,On the floor,En el suelo,170
mb_m0200,multiple_choice,Where the sample was taken?,¿En qué lugar tomó la muestra?,c,On another surface,En otra superficie,170
mb_m0300,multiple_choice,PLEASE SHOW THE BRISTOL SCALE SHEET TO THE PARTICIPANT AND ASK HIM/HER TO IDENTIFY WHICH TYPE MOST CLOSELY RESEMBLES THE CONSISTENCY OF THE SAMPLE THEY PRODUCED.,"¿Podría decirnos cuál de estas imágenes refleja la consistencia de su muestra? 

MUESTRE AL PARTICIPANTE LA HOJA DE LA ESCALA DE BRISTOL Y PIDALE QUE SEÑALE EL TIPO MÁS SIMILAR A LA MUESTRA QUE PRODUJERON",a,"TYPE 1 (Separate hard lumps, like nuts)",TIPO 1 (Heces en bolas duras y separadas. Como frutos secos),171
mb_m0300,multiple_choice,PLEASE SHOW THE BRISTOL SCALE SHEET TO THE PARTICIPANT AND ASK HIM/HER TO IDENTIFY WHICH TYPE MOST CLOSELY RESEMBLES THE CONSISTENCY OF THE SAMPLE THEY PRODUCED.,"¿Podría decirnos cuál de estas imágenes refleja la consistencia de su muestra? 

MUESTRE AL PARTICIPANTE LA HOJA DE LA ESCALA DE BRISTOL Y PIDALE QUE SEÑALE EL TIPO MÁS SIMILAR A LA MUESTRA QUE PRODUJERON",b,TYPE 2 (Sausage shaped but lumpy),TIPO 2 (Heces con forma alargada como salchicha con relieves como formada por bolas unidas),171
mb_m0300,multiple_choice,PLEASE SHOW THE BRISTOL SCALE SHEET TO THE PARTICIPANT AND ASK HIM/HER TO IDENTIFY WHICH TYPE MOST CLOSELY RESEMBLES THE CONSISTENCY OF THE SAMPLE THEY PRODUCED.,"¿Podría decirnos cuál de estas imágenes refleja la consistencia de su muestra? 

MUESTRE AL PARTICIPANTE LA HOJA DE LA ESCALA DE BRISTOL Y PIDALE QUE SEÑALE EL TIPO MÁS SIMILAR A LA MUESTRA QUE PRODUJERON",c,TYPE 3 (Like a sausage or snake but with cracks on its surface),"TIPO 3 (Heces con forma alargada como salchicha, con grietas en la superficie)",171
mb_m0300,multiple_choice,PLEASE SHOW THE BRISTOL SCALE SHEET TO THE PARTICIPANT AND ASK HIM/HER TO IDENTIFY WHICH TYPE MOST CLOSELY RESEMBLES THE CONSISTENCY OF THE SAMPLE THEY PRODUCED.,"¿Podría decirnos cuál de estas imágenes refleja la consistencia de su muestra? 

MUESTRE AL PARTICIPANTE LA HOJA DE LA ESCALA DE BRISTOL Y PIDALE QUE SEÑALE EL TIPO MÁS SIMILAR A LA MUESTRA QUE PRODUJERON",d,"TYPE 4 (Like sausage or snake, smooth and soft)","TIPO 4 (Heces con forma alargada como una salchicha, lisa y blanda)",171
