variable_name,repeated_question,question_type,survey,question_english_women,question_english_men,option_code,option_english_women,option_english_men
i1800d,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,d,Vaginal discharge / pus / foul smelling vaginal discharge,SAME
i1800e,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,e,Severe headache,SAME
i1800f,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,f,Blurred vision,SAME
i1800g,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,g,Convulsions or Fits,SAME
i1800h,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,h,Red painful area or lump in breast,SAME
i1800i,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,i,Retained placenta,SAME
i1800j,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,j,Ruptured vagina,SAME
i1800k,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,k,Weak and faint,SAME
i1800l,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,l,Abdominal tenderness (painful or hard abdomen),SAME
i1800m,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,m,Breast pain or tenderness,SAME
i1800n,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,n,Sadness / Depression,SAME
i1800o,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,o,Infection,SAME
i1800p,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,p,Inflamation,SAME
i1800q,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,q,Anemia,SAME
i1800r,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,r,Other,SAME
i1900a,0,multiple_select,"w1 baseline, all",Which of the following are good things to do  to care of a newborn during the first seven days after he or she is born?,SAME,a,Holding the baby skin to skin,SAME
i1900b,0,multiple_select,"w1 baseline, all",Which of the following are good things to do  to care of a newborn during the first seven days after he or she is born?,SAME,b,Giving a purgante,SAME
i1900c,0,multiple_select,"w1 baseline, all",Which of the following are good things to do  to care of a newborn during the first seven days after he or she is born?,SAME,c,Wrapping a fajero,SAME
i1900d,0,multiple_select,"w1 baseline, all",Which of the following are good things to do  to care of a newborn during the first seven days after he or she is born?,SAME,d,Getting his/her health checked by a medical professional,SAME
i1900e,0,multiple_select,"w1 baseline, all",Which of the following are good things to do  to care of a newborn during the first seven days after he or she is born?,SAME,e,Giving a chupon,SAME
i1900f,0,multiple_select,"w1 baseline, all",Which of the following are good things to do  to care of a newborn during the first seven days after he or she is born?,SAME,f,"Bathing the baby, by placing him/her in water right away",SAME
i1900g,0,multiple_select,"w1 baseline, all",Which of the following are good things to do  to care of a newborn during the first seven days after he or she is born?,SAME,g,Putting him/her to the breast right away,SAME
i1900h,0,multiple_select,"w1 baseline, all",Which of the following are good things to do  to care of a newborn during the first seven days after he or she is born?,SAME,h,Keep baby away from drafts while bathing,SAME
i1900i,0,multiple_select,"w1 baseline, all",Which of the following are good things to do  to care of a newborn during the first seven days after he or she is born?,SAME,i,Making sure baby’s diaper is clean and dry,SAME
i2000a,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,a,Fever,SAME
i2000b,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,b,Diarrhea,SAME
i2000c,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,c,Vomiting,SAME
i2000d,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,d,Difficulty breathing,SAME
i2000e,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,e,Poor appetite,SAME
i2000f,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,f,Redness or bleeding around cord,SAME
i2000g,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,g,Pus in the umbilical cord,SAME
i2000h,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,h,Skin that was cold to the touch,SAME
i2000i,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,i,Cough,SAME
i2000j,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,j,Cold,SAME
i2000k,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,k,Pain/colic,SAME
i2000l,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,l,Problems latching/sucking breast,SAME
i2000m,0,multiple_select,"w1 baseline, all",What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,m,Pneumonia,SAME
i2000n,0,multiple_select,all,What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,n,Convulsions or fits,SAME
i2000o,0,multiple_select,all,What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,o,Does not move or has difficulty waking up,SAME
i2000p,0,multiple_select,all,What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,p,Does not urinate or defecate,SAME
i2000q,0,multiple_select,all,What are the main health problems a baby can experience during the first month of his/her birth for which you should seek medical attention? DO NOT READ RESPONSES,SAME,q,Other,SAME
i2100,0,multiple_choice,"w1 baseline, all",How soon after a baby is born should he/she be bathed (placing baby in water)?,SAME,"1, 2, 3, 4","Immediately after birth, After a few hours, The next day, Few days after birth",SAME
i2200a,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,a,Apply alcohol,SAME
i2200b,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,b,Apply oil,SAME
i2200c,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,c,Apply coffee,SAME
i2200d,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,d,Apply iodine,SAME
i2200e,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,e,Keep it clean and dry,SAME
i2200f,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,f,Apply Quina water,SAME
i2200g,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,g,Wrap a fajero,SAME
i2200h,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,h,Apply powder,SAME
i2200i,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,i,Burn or apply something hot,SAME
i2200j,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,j,Apply ashes,SAME
i2200k,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,k,Apply a umbilical clamp/clothespin,SAME
i2200l,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,l,Apply thiomersal,SAME
i2200m,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,m,Apply peroxide,SAME
i2200n,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,n,Do nothing,SAME
i2200o,0,multiple_select,"w1 baseline, all",What is a good way to protect a new baby's umbilical cord and belly button after birth? (don't read responses),SAME,o,Other,SAME
i2300,0,multiple_choice,"w1 baseline, all",How soon after a baby is born should he/she be put to her mother’s breast?:,SAME,"1, 2, 3, 4","Immediately after birth, After a few hours, The next day, A few days after birth when the milk comes in",SAME
i2400,0,multiple_choice,"w1 baseline, all",Should babies have food and liquids besides breastfmilk before they are 6 months old?,SAME,"1, 2","Yes, No",SAME
i2500a,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,a,Never,SAME
i2500b,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,b,In the first 3-4 days,SAME
i2500c,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,c,When the mother doesn't have enough milk,SAME
i2500d,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,d,When they are sick,SAME
i2500e,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,e,When they are crying a lot,SAME
i2500f,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,f,When they are hungry,SAME
i2500g,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,g,When they have pain/colic/gas,SAME
i2500h,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,h,When it is traditional/customary,SAME
i2500i,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,i,When they have phlegm/a cough,SAME
i2500j,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,j,When they are angry,SAME
i2500k,0,multiple_select,"w1 baseline, all",In your opinion when should a baby under 6 months be given a chupon? DO NOT READ RESPONSES,SAME,k,Other,SAME
i2600,0,multiple_choice,"w1 baseline, all","If a child is taking nutritional supplements, like these (show micronutrients packets): how often should they be given?",SAME,"1, 2, 3, 4, 5, 6","One packet with every meal, One packet, once a day, One packet every other day, One packet, once a week, One packet, twice a day, Other",SAME
i2700a,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,a,Pill or syrup antibiotic,SAME
i2700b,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,b,Zinc,SAME
i2700c,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,c,A fluid made from a special packet called ORS or LITROSOL,SAME
i2700d,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,d,Anti-diarrhea medication,SAME
i2700e,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,e,Laxative,SAME
i2700f,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,f,De-worming medicine,SAME
i2700g,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,g,Home remedy/herbal medicine,SAME
i2700h,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,h,Chupon,SAME
i2700i,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,i,Massage,SAME
i2700j,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,j,Stop giving foods,SAME
i2700k,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,k,Stop giving liquids,SAME
i2700l,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,l,Give extra food,SAME
i2700m,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,m,Give extra liquid,SAME
i2700n,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,n,Get medical attention,SAME
i2700o,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,o,Do nothing,SAME
i2700p,0,multiple_select,"w1 baseline, all","What should be taken or done to treat diarrhea, whether its in a child or adult? DO NOT READ ANSWER RESPONSES",SAME,p,Other,SAME
i2800,0,integer,"w1 baseline, all",For how many days should you take take zinc to treat diarrea?,SAME,missing,missing,missing
i2900a,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting an illness with a cough and fever?,SAME,a,Avoid the night dew or getting wet in the rain,SAME
i2900b,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting an illness with a cough and fever?,SAME,b,Washing hands regularly,SAME
i2900c,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting an illness with a cough and fever?,SAME,c,Avoid drinking cold water/drinks,SAME
i2900d,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting an illness with a cough and fever?,SAME,d,Avoid kitchen smoke,SAME
i2900e,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting an illness with a cough and fever?,SAME,e,Breastfeeding,SAME
i2900f,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting an illness with a cough and fever?,SAME,f,Zinc tablets or syrup,SAME
i2900g,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting an illness with a cough and fever?,SAME,g,Vaccination,SAME
i2900h,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting an illness with a cough and fever?,SAME,h,None of the above,SAME
i3000a,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting diarrhea?,SAME,a,Avoid the night dew or getting wet in the rain,SAME
i3000b,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting diarrhea?,SAME,b,Washing hands regularly,SAME
i3000c,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting diarrhea?,SAME,c,Avoid drinking cold water/drinks,SAME
i3000d,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting diarrhea?,SAME,d,Avoid kitchen smoke,SAME
i3000e,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting diarrhea?,SAME,e,Breastfeeding,SAME
i3000f,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting diarrhea?,SAME,f,Zinc tablets or syrup,SAME
i3000g,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting diarrhea?,SAME,g,Vaccination,SAME
i3000h,0,multiple_select,"w1 baseline, all",Which of the following do you think can prevent someone from getting diarrhea?,SAME,h,None of the above,SAME
i3100a,0,multiple_select,"w1 baseline, all",For which of the following should you seek immediate medical care for a child with a cough?,SAME,a,When child has runny nose,SAME
i3100b,0,multiple_select,"w1 baseline, all",For which of the following should you seek immediate medical care for a child with a cough?,SAME,b,When child experiences rapid/fast breathing,SAME
i3100c,0,multiple_select,"w1 baseline, all",For which of the following should you seek immediate medical care for a child with a cough?,SAME,c,When child has difficulty breathing,SAME
i3100d,0,multiple_select,"w1 baseline, all",For which of the following should you seek immediate medical care for a child with a cough?,SAME,d,When child does not sleep well at night,SAME
i3100e,0,multiple_select,"w1 baseline, all",For which of the following should you seek immediate medical care for a child with a cough?,SAME,e,When child has a fever,SAME
i3100f,0,multiple_select,"w1 baseline, all",For which of the following should you seek immediate medical care for a child with a cough?,SAME,f,None of the above,SAME
i3200,0,multiple_choice,"w1 baseline, all","In your opinion, should fathers attend pregnancy check-ups with their pregnant wives/companions?",SAME,"1, 2","Yes, No",SAME
i3300,0,multiple_choice,"w1 baseline, all","In your opinion, should fathers wait around the place of the birth while the woman is in labor and giving birth to their child?",SAME,"1, 2","Yes, No",SAME
i3400,0,multiple_choice,"w1 baseline, all","In your opinion, should fathers help care for his sick children?",SAME,"1, 2","Yes, No",SAME
j8888,0,intro,"w1 baseline, w2 baseline, all","Now we would like to ask you some questions about what people in the community do and think about some the topics we have been discussing. These questions are similar to the ones we just asked you, but the diffference is that now we'll ask you about what others do and think. 
For the next set up questions we'd like to know if this community views certain health behaviors as good or bad, or neither., Now we would like to ask you some questions about what people in the community do and think about some the topics we have been discussing. These questions are similar to the ones we just asked you, but the diffference is that now we'll ask you about what others do and think. 
For the next set up questions we'd like to know if this community views certain health behaviors as good or bad, or neither.",SAME,missing,missing,missing
j0100,0,multiple_choice,"w1 baseline, w2 baseline, all","If a girl younger than 18 joins with a partner, will people in the community think this is good, bad or neither?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j0200,0,multiple_choice,"w1 baseline, w2 baseline, all","If a girl younger than 18 has a baby, will people in the community think this is good, bad or neither?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j0300,0,multiple_choice,"w1 baseline, w2 baseline, all",Do people in your community use or do anything to delay or avoid pregnancies? ,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j0400,0,multiple_choice,"w1 baseline, w2 baseline, all","If someone decides to use or do something to delay or avoid pregnancy, would people in this commnuity think this is good, bad or neither?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j0500,0,multiple_choice,"w1 baseline, w2 baseline, all",Do women in your community take folic acid tablets?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j0600,0,multiple_choice,"w1 baseline, w2 baseline, all",Do women in your community receive pregnancy care within the first 12 weeks of the pregnancy?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j0700,0,multiple_choice,"w1 baseline, w2 baseline, all","If a woman in your community does not receive pregnancy care within the first 12 weeks of pregnancy, will people in the community think it is good, bad,  or neither?.",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j0800,0,multiple_choice,"w1 baseline, w2 baseline, all",Do the women in your community give birth at home?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j0900,0,multiple_choice,"w1 baseline, w2 baseline, all","If a woman in your community gives birth at home, will people in the community think it is good, bad,  or neither?.",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j1000,0,multiple_choice,"w1 baseline, w2 baseline, all","In this community, who makes the final decision on where a women should give birth? ",SAME,"1, 2, 3","Husband/companion, Wife/companion, Husband wife/companions together",SAME
j1100,0,multiple_choice,"w1 baseline, w2 baseline, all",Do women in this community have their health checked at any time during the 7 days following the birth of their baby?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j1200,0,multiple_choice,"w1 baseline, w2 baseline, all",Do people in this community bath their babies as soon as possible after birth? ,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j1300,0,multiple_choice,"w1 baseline, w2 baseline, all","If a baby is not bathed as soon as possible after she/he is born, would people in this community see it as good, bad, neither ?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j1400,0,multiple_choice,"w1 baseline, w2 baseline, all",Do people in this community hold their  babies skin to skin during their first month of life?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j1500,0,multiple_choice,"w1 baseline, w2 baseline, all","If a baby is not held skin to skin during his/her first month of life, do you think people in your community would see it as good, bad or neither?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j1600,0,multiple_choice,"w1 baseline, w2 baseline, all",Do people in this community wrap fajeros or ombligueros around their newborn babies?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j1700,0,multiple_choice,"w1 baseline, w2 baseline, all",Do the people in your community give the baby chupones during the first 6 months of life?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j1800,0,multiple_choice,"w1 baseline, w2 baseline, all","If a person in your community gives the baby chupones in the first 6 months of life will people in the community think it is good, bad,  or neither?.",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j1900,0,multiple_choice,"w1 baseline, w2 baseline, all",Do people in your community use purgantes to newborn babies soon after they are born? ,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j2000a,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,a,Pill or syrup antibiotic,SAME
j2000b,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,b,Zinc,SAME
j2000c,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,c,A fluid made from a special packet called ORS or LITROSOL,SAME
j2000d,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,d,Anti-diarrhea medication,SAME
j2000e,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,e,Laxative,SAME
j2000f,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,f,De-worming medicine,SAME
j2000g,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,g,Home remedy/herbal medicine,SAME
j2000h,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,h,Chupon,SAME
j2000i,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,i,Massage,SAME
j2000j,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,j,Stop giving foods,SAME
j2000k,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,k,Stop giving liquids,SAME
j2000l,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,l,Extra food,SAME
j2000m,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,m,Extra liquid,SAME
j2000n,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,n,A government-recommended homemade fluid,SAME
j2000o,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,o,"Other bottled or commercial liquids (Pedialite, Oralite, Gatorade, etc.)",SAME
j2000p,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,p,Seek medical attention (doctor/health unit),SAME
j2000q,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,q,Do nothing,SAME
j2000r,0,multiple_select,"w1 baseline, w2 baseline, all","What do people in this community take or do to treat diarrhea, whether its in a child or adult? DO NOT READ RESPONSES ",SAME,r,Other,SAME
j2100,0,multiple_choice,"w1 baseline, w2 baseline, all", Do people in this community wash their hands regularly to avoid illnesses like diarrhea and cough? ,SAME,"1, 2","Yes, No",SAME
j2200,0,multiple_choice,"w1 baseline, w2 baseline, all","Do people in this community avoid smoke from open stoves to prevent illnesses with a cough?
, Do people in this community avoid smoke from open stoves to prevent illnesses with a cough?
",SAME,"1, 2","Yes, No",SAME
j2300,0,multiple_choice,"w1 baseline, w2 baseline, all",Do fathers in your community attend pregnancy check-ups with their pregnant wives/companions?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j2400,0,multiple_choice,"w1 baseline, w2 baseline, all","If a father in your community does not attend pregnancy check-ups with his wife/partner people in the community think it is good, bad or neither? ",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j2500,0,multiple_choice,"w1 baseline, w2 baseline, all",Do fathers in your community wait around the place of the birth while their wives/partners are in labor and giving birth?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j2600,0,multiple_choice,"w1 baseline, w2 baseline, all","If a father in your community does not wait around while his wife/partner is in labor and giving birth, will people in the community think it is good bad or neither?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j2700,0,multiple_choice,"w1 baseline, w2 baseline, all",Do fathers in your community help care for their sick  children?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j2800,0,multiple_choice,"w1 baseline, w2 baseline, all","If a father in your community does not help care for his sick children, will people in the community think it is good bad or neither?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
j2900,0,multiple_choice,"w1 baseline, w2 baseline, all",Do men in this community hit their wives/partners?,SAME,"1, 2, 3, 4","Never, Rarely, Sometimes, Always",SAME
j3000,0,multiple_choice,"w1 baseline, w2 baseline, all","If a man in this community hits his wife/partner, will people in the community think it is good bad or neither?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
k8888,0,intro,"w1 baseline, all",Now we would like to ask you about any counseling you may have received in the last year on the topics we have been discussing,SAME,missing,missing,missing
k0100,0,multiple_choice,"w1 baseline, all","In the past year, have you received counseling about topics concerning your health and your family’s health?",SAME,"1, 2","Yes, No",SAME
k0200a,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,a,Prenatal care in the first trimester,SAME
k0200b,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,b,Having a birth preparation plan,SAME
