variable_name,repeated_question,question_type,survey,question_english_women,question_english_men,option_code,option_english_women,option_english_men,question_spanish_women,question_spanish_men,option_spanish_women,option_spanish_men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1500,0,multiple_choice,all,What is the main material of the walls? Surveyor should observe then mark the correct response,SAME,3,Discarded materials,SAME,¿De qué están hechas la mayoría de las paredes? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Material de desecho,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1500,0,multiple_choice,all,What is the main material of the walls? Surveyor should observe then mark the correct response,SAME,4,Wood (unpolished),SAME,¿De qué están hechas la mayoría de las paredes? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Madera aserrada (sin pulir),SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1500,0,multiple_choice,all,What is the main material of the walls? Surveyor should observe then mark the correct response,SAME,5,Wood (polished),SAME,¿De qué están hechas la mayoría de las paredes? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Madera pulida,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1500,0,multiple_choice,all,What is the main material of the walls? Surveyor should observe then mark the correct response,SAME,6,Cement blocks,SAME,¿De qué están hechas la mayoría de las paredes? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Bloque de cemento,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1500,0,multiple_choice,all,What is the main material of the walls? Surveyor should observe then mark the correct response,SAME,7,Clay bricks,SAME,¿De qué están hechas la mayoría de las paredes? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Ladrillo de barro,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1500,0,multiple_choice,all,What is the main material of the walls? Surveyor should observe then mark the correct response,SAME,8,There are no walls,SAME,¿De qué están hechas la mayoría de las paredes? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,No hay paredes,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1500,0,multiple_choice,all,What is the main material of the walls? Surveyor should observe then mark the correct response,SAME,9,Other,SAME,¿De qué están hechas la mayoría de las paredes? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Otro,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1600,0,multiple_choice,all,What is the main material of the roof?,SAME,1,Thatch/palm leaf,SAME,¿De qué está hecho la mayoría del techo? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Tejado de paja/ hoja de palma,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1600,0,multiple_choice,all,What is the main material of the roof?,SAME,2,Metal (aluminum/zinc sheets),SAME,¿De qué está hecho la mayoría del techo? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Metal (lamina de aluminio/zinc),SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1600,0,multiple_choice,all,What is the main material of the roof?,SAME,3,Clay tiles,SAME,¿De qué está hecho la mayoría del techo? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Tejas de barro,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1600,0,multiple_choice,all,What is the main material of the roof?,SAME,4,Wood planks,SAME,¿De qué está hecho la mayoría del techo? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Tablones de madera,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1600,0,multiple_choice,all,What is the main material of the roof?,SAME,5,Plastic sheets/tiles,SAME,¿De qué está hecho la mayoría del techo? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Laminas/tejas de plastico,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1600,0,multiple_choice,all,What is the main material of the roof?,SAME,6,No roof,SAME,¿De qué está hecho la mayoría del techo? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,No hay techo,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1600,0,multiple_choice,all,What is the main material of the roof?,SAME,7,Concrete/concrete tiles,SAME,¿De qué está hecho la mayoría del techo? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Concreto/Tejas de concreto(terrazo),SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1600,0,multiple_choice,all,What is the main material of the roof?,SAME,8,Other,SAME,¿De qué está hecho la mayoría del techo? OBSERVE Y MARQUE LA RESPUESTA CORRECTA,SAME,Otro,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1700,0,integer,all,How many rooms in this household are used for sleeping?,SAME,NA,NA,NA,¿Cuántas habitaciones de este hogar se usan para dormir?,SAME,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m8888,0,intro,all,"For this next section, we will ask you to show us your folic acid supplements and pregnancy and vaccination cards, but only if this applies to you so that we can take photos of them. ",NA,NA,NA,NA,"Para esta proxima seccion le pediremos que nos muestre sus suplementos de acido folico, las tarjetas de embarazos y vacunacion o atencion infantil pero solo si aplica para poderle tomar fotos. ",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0200,0,multiple_choice,all,Can you can show me the folic acid supplements?,NA,1,Yes,NA,¿Puede enseñarme los suplementos de ácido fólico?,NA,Sí,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0200,0,multiple_choice,all,Can you can show me the folic acid supplements?,NA,2,No,NA,¿Puede enseñarme los suplementos de ácido fólico?,NA,No,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0400,0,image,all,Can you show me your pregnancy card for your current pregnancy?,NA,NA,NA,NA,¿Me puede mostrar su carnet de embarazo de este embarazo? ,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0600,0,image,w3 baseline,Can you show the pregnancy card for your youngest child?,NA,NA,NA,NA,¿Me puede mostrar el carnet de embarazo de su hijo/a menor?,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0700,0,image,w3 baseline,"Now, can you show me your youngest child's vaccination card?",NA,NA,NA,NA,"¿Ahora, me puede mostrar la tarjeta de vacunación o tarjeta de atencion infantil de su hijo/a menor?",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0800,0,image,w3,Can you show the pregnancy card for the child that was born since the last time we interviewed you?  SURVEYOR: START WITH THE ELDEST CHILD IF THIS WOMAN HAS HAD MORE THAN ONE CHILD SINCE LAST INTERVIEW,NA,NA,NA,NA,¿Me puede mostrar el carnet de embarazo de su hijo/hija que nació desde la última vez que hicimos la encuesta con usted? ENTREVISTADOR: COMIENCE CON EL NIÑO MAYOR SI ESTA MUJER HA DADO A LUZ A MÁS DE UN NIÑO DESDE LA ÚLTIMA ENTREVISTA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0810,0,image,w3,Can you show the pregnancy card for another child that was born since the last time we interviewed you? ,NA,NA,NA,NA,Me puede mostrar el carnet de embarazo del otro niño/a que nacio desde la ultima vez que la entrevistamos?,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0820,0,image,w3,Can you show the pregnancy card for this other child that was born since the last time we met? ,NA,NA,NA,NA,Me puede mostrar el carnet de embarazo del otro niño que nacio desde la ultima vez que la conocimos?,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0830,0,image,w3,Can you show the pregnancy card for this other child that was born since the last time we met? ,NA,NA,NA,NA,Me puede mostrar el carnet de embarazo del otro niño/a que nacio desde la ultima vez que la conocimos?,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0840,0,image,w3,Can you show the pregnancy card for this other child that was born since the last time we met? ,NA,NA,NA,NA,Me puede mostrar el carnet de embarazo del otro niño/a que nacio desde la ultima vez que la conocimos?,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0900,0,image,w3,"Now, can you show me the vaccination card for this child? ",NA,NA,NA,NA,"¿Ahora, me puede mostrar la tarjeta de vacunación o tarjeta de atencion infantil de este niño/a? ",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0910,0,image,w3,"Now, can you show me the vaccination card for this child? ",NA,NA,NA,NA,"¿Ahora, me puede mostrar la tarjeta de vacunación o tarjeta de atencion infantil de este niño? ",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0920,0,image,w3,"Now, can you show me the vaccination card for this child? ",NA,NA,NA,NA,"¿Ahora, me puede mostrar la tarjeta de vacunación o tarjeta de atencion infantil de este niño/a? ",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0930,0,image,w3,"Now, can you show me the vaccination card for this child? ",NA,NA,NA,NA,"¿Ahora, me puede mostrar la tarjeta de vacunación o tarjeta de atencion infantil de este niño/a? ",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m0940,0,image,w3,"Now, can you show me the vaccination card for this child? ",NA,NA,NA,NA,"¿Ahora, me puede mostrar la tarjeta de vacunación o tarjeta de atencion infantil de este niño/a? ",NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n0100,0,multiple_choice,all,"Agradecemos mucho su participación en la encuesta. Para nuestro estudio es muy importante aprender más sobre su salud y la salud de sus hijos recién nacidos. Por esta razón, nos gustaría pedirle permiso para obtener información relacionada con su salud  y la salud de sus hijos que se encuentran dentro de sus expedientes de parto y salud posnatal en su unidad de salud. El tipo de información a recolectarse puede ser su presión arterial, la talla y peso del bebe al nacer, o si hubo alguna complicación durante el parto, etc.  Recuerde que su consentimiento es completamente voluntario y decidir no dar su permiso no afectara su participación en el estudio de ninguna manera. Para proteger su información de salud, seguiremos los mismos pasos de seguridad que usamos para proteger la información que usted nos ha dado a través de la encuesta: Esto quiere decir que toda la información que recolectemos de sus expedientes serán confidencial o secreta. Su nombre o información personal jamás aparecerán en ningún informe y nunca serán compartidas con personas que no son parte del equipo del estudio. Toda su información se mantendrá bajo llave y segura en las computadoras del estudio. Sólo nuestro equipo de investigación tendrá acceso a su información.  Nos da permiso para recolectar información de su salud y la salud de sus hijos dentro de sus expedientes de parto y salud posnatal?",SAME,1,Yes,SAME,"Para nuestro estudio es muy importante aprender más sobre su salud y la salud de sus hijos recién nacidos. Por esta razón, nos gustaría pedirle permiso para obtener información relacionada con su salud y la salud de sus hijos que se encuentran dentro de sus expedientes de parto y salud postnatal en su unidad de salud. El tipo de información a recolectarse puede ser su presión arterial, la talla y peso del bebe al nacer, o si hubo alguna complicación durante el parto, etc. Recuerde que su consentimiento es completamente voluntario y decidir no dar su permiso no afectara su participación en el estudio de ninguna manera. Para proteger su información de salud, seguiremos los mismos pasos de seguridad que usamos para proteger la información que usted nos ha dado a través de la encuesta: Esto quiere decir que toda la información que recolectemos de sus expedientes serán confidencial o secreta. Su nombre o información personal jamás aparecerán en ningún informe y nunca serán compartidas con personas que no son parte del equipo del estudio. Toda su información se mantendrá bajo llave y segura en las computadoras del estudio. Sólo nuestro equipo de investigación tendrá acceso a su información. Nos da permiso para recolectar información de su salud y la salud de sus hijos dentro de sus expedientes de parto y salud posnatal?",SAME,Si,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
